id,asset,year,rep_period,time_block_start,time_block_end,dual_min_output_flow_with_unit_commitment
58,AT_CCGT,2030,4,15,15,0.0
59,AT_CCGT,2030,4,16,16,0.0
60,AT_CCGT,2030,4,17,18,0.0
61,AT_CCGT,2030,4,19,20,0.0
62,AT_CCGT,2030,4,21,21,0.0
63,AT_CCGT,2030,4,22,22,0.0
64,AT_CCGT,2030,4,23,24,0.0
65,AT_CCGT,2030,5,1,2,0.0
66,AT_CCGT,2030,5,3,3,0.0
67,AT_CCGT,2030,5,4,4,0.0
68,AT_CCGT,2030,5,5,6,0.0
69,AT_CCGT,2030,5,7,8,0.0
70,AT_CCGT,2030,5,9,9,0.0
71,AT_CCGT,2030,5,10,10,0.0
72,AT_CCGT,2030,5,11,12,0.0
73,AT_CCGT,2030,5,13,14,0.0
74,AT_CCGT,2030,5,15,15,0.0
75,AT_CCGT,2030,5,16,16,0.0
76,AT_CCGT,2030,5,17,18,0.0
77,AT_CCGT,2030,5,19,20,0.0
78,AT_CCGT,2030,5,21,21,0.0
79,AT_CCGT,2030,5,22,22,0.0
80,AT_CCGT,2030,5,23,24,0.0
81,AT_CCGT,2030,6,1,2,0.0
82,AT_CCGT,2030,6,3,3,0.0
83,AT_CCGT,2030,6,4,4,0.0
84,AT_CCGT,2030,6,5,6,0.0
85,AT_CCGT,2030,6,7,8,0.0
86,AT_CCGT,2030,6,9,9,0.0
87,AT_CCGT,2030,6,10,10,0.0
88,AT_CCGT,2030,6,11,12,0.0
89,AT_CCGT,2030,6,13,14,0.0
90,AT_CCGT,2030,6,15,15,0.0
91,AT_CCGT,2030,6,16,16,0.0
92,AT_CCGT,2030,6,17,18,0.0
93,AT_CCGT,2030,6,19,20,0.0
94,AT_CCGT,2030,6,21,21,0.0
95,AT_CCGT,2030,6,22,22,0.0
96,AT_CCGT,2030,6,23,24,0.0
97,AT_CCGT,2030,7,1,2,0.0
98,AT_CCGT,2030,7,3,3,0.0
99,AT_CCGT,2030,7,4,4,0.0
100,AT_CCGT,2030,7,5,6,0.0
101,AT_CCGT,2030,7,7,8,0.0
102,AT_CCGT,2030,7,9,9,0.0
103,AT_CCGT,2030,7,10,10,0.0
104,AT_CCGT,2030,7,11,12,1.1322
105,AT_CCGT,2030,7,13,14,1.1322
106,AT_CCGT,2030,7,15,15,0.0
107,AT_CCGT,2030,7,16,16,1.1322
108,AT_CCGT,2030,7,17,18,0.0
109,AT_CCGT,2030,7,19,20,0.0
110,AT_CCGT,2030,7,21,21,0.0
111,AT_CCGT,2030,7,22,22,0.0
112,AT_CCGT,2030,7,23,24,1.1322
113,AT_CCGT,2030,8,1,2,0.0
114,AT_CCGT,2030,8,3,3,0.0
115,AT_CCGT,2030,8,4,4,0.0
116,AT_CCGT,2030,8,5,6,0.0
117,AT_CCGT,2030,8,7,8,0.0
118,AT_CCGT,2030,8,9,9,0.0
119,AT_CCGT,2030,8,10,10,0.0
120,AT_CCGT,2030,8,11,12,0.0
121,AT_CCGT,2030,8,13,14,0.0
122,AT_CCGT,2030,8,15,15,0.0
123,AT_CCGT,2030,8,16,16,0.0
124,AT_CCGT,2030,8,17,18,0.0
125,AT_CCGT,2030,8,19,20,0.0
126,AT_CCGT,2030,8,21,21,0.0
127,AT_CCGT,2030,8,22,22,0.0
128,AT_CCGT,2030,8,23,24,0.0
129,AT_CCGT,2030,9,1,2,0.0
130,AT_CCGT,2030,9,3,3,0.0
131,AT_CCGT,2030,9,4,4,0.0
132,AT_CCGT,2030,9,5,6,0.0
133,AT_CCGT,2030,9,7,8,0.0
134,AT_CCGT,2030,9,9,9,0.0
135,AT_CCGT,2030,9,10,10,0.0
136,AT_CCGT,2030,9,11,12,0.0
137,AT_CCGT,2030,9,13,14,0.0
138,AT_CCGT,2030,9,15,15,0.0
139,AT_CCGT,2030,9,16,16,0.0
140,AT_CCGT,2030,9,17,18,0.0
141,AT_CCGT,2030,9,19,20,0.0
142,AT_CCGT,2030,9,21,21,0.0
143,AT_CCGT,2030,9,22,22,0.0
144,AT_CCGT,2030,9,23,24,0.0
145,AT_CCGT,2030,10,1,2,0.0
146,AT_CCGT,2030,10,3,3,0.0
147,AT_CCGT,2030,10,4,4,0.0
148,AT_CCGT,2030,10,5,6,0.0
149,AT_CCGT,2030,10,7,8,0.0
150,AT_CCGT,2030,10,9,9,0.0
151,AT_CCGT,2030,10,10,10,0.0
152,AT_CCGT,2030,10,11,12,0.0
153,AT_CCGT,2030,10,13,14,0.0
154,AT_CCGT,2030,10,15,15,0.0
155,AT_CCGT,2030,10,16,16,0.0
156,AT_CCGT,2030,10,17,18,0.0
157,AT_CCGT,2030,10,19,20,0.0
158,AT_CCGT,2030,10,21,21,0.0
159,AT_CCGT,2030,10,22,22,0.0
160,AT_CCGT,2030,10,23,24,1.4076
161,AT_Coal,2030,1,1,2,0.0
162,AT_Coal,2030,1,3,3,0.0
163,AT_Coal,2030,1,4,4,0.0
164,AT_Coal,2030,1,5,6,0.0
165,AT_Coal,2030,1,7,8,0.0
166,AT_Coal,2030,1,9,9,0.0
167,AT_Coal,2030,1,10,10,0.0
168,AT_Coal,2030,1,11,12,0.0
169,AT_Coal,2030,1,13,14,0.0
170,AT_Coal,2030,1,15,15,0.0
171,AT_Coal,2030,1,16,16,0.0
172,AT_Coal,2030,1,17,18,0.0
173,AT_Coal,2030,1,19,20,0.0
174,AT_Coal,2030,1,21,21,0.0
175,AT_Coal,2030,1,22,22,0.0
176,AT_Coal,2030,1,23,24,0.4028588235294075
177,AT_Coal,2030,2,1,2,0.0
178,AT_Coal,2030,2,3,3,0.0
179,AT_Coal,2030,2,4,4,0.0
180,AT_Coal,2030,2,5,6,0.0
181,AT_Coal,2030,2,7,8,0.0
182,AT_Coal,2030,2,9,9,0.0
183,AT_Coal,2030,2,10,10,0.0
184,AT_Coal,2030,2,11,12,0.0
185,AT_Coal,2030,2,13,14,0.0
186,AT_Coal,2030,2,15,15,0.0
187,AT_Coal,2030,2,16,16,0.0
188,AT_Coal,2030,2,17,18,0.0
189,AT_Coal,2030,2,19,20,0.0
190,AT_Coal,2030,2,21,21,0.0
191,AT_Coal,2030,2,22,22,0.0
192,AT_Coal,2030,2,23,24,0.0
193,AT_Coal,2030,3,1,2,0.0
194,AT_Coal,2030,3,3,3,0.0
195,AT_Coal,2030,3,4,4,0.0
196,AT_Coal,2030,3,5,6,0.0
197,AT_Coal,2030,3,7,8,0.0
198,AT_Coal,2030,3,9,9,0.0
199,AT_Coal,2030,3,10,10,0.0
200,AT_Coal,2030,3,11,12,0.0
201,AT_Coal,2030,3,13,14,0.0
202,AT_Coal,2030,3,15,15,0.0
203,AT_Coal,2030,3,16,16,0.0
204,AT_Coal,2030,3,17,18,0.0
205,AT_Coal,2030,3,19,20,0.0
206,AT_Coal,2030,3,21,21,0.0
207,AT_Coal,2030,3,22,22,0.0
208,AT_Coal,2030,3,23,24,0.0
209,AT_Coal,2030,4,1,2,0.0
210,AT_Coal,2030,4,3,3,0.0
211,AT_Coal,2030,4,4,4,0.0
212,AT_Coal,2030,4,5,6,0.0
213,AT_Coal,2030,4,7,8,0.0
214,AT_Coal,2030,4,9,9,0.0
215,AT_Coal,2030,4,10,10,0.0
216,AT_Coal,2030,4,11,12,0.0
217,AT_Coal,2030,4,13,14,0.0
218,AT_Coal,2030,4,15,15,0.0
219,AT_Coal,2030,4,16,16,0.0
220,AT_Coal,2030,4,17,18,0.0
221,AT_Coal,2030,4,19,20,0.0
222,AT_Coal,2030,4,21,21,0.0
223,AT_Coal,2030,4,22,22,0.0
224,AT_Coal,2030,4,23,24,0.0
225,AT_Coal,2030,5,1,2,0.0
226,AT_Coal,2030,5,3,3,0.0
227,AT_Coal,2030,5,4,4,0.0
228,AT_Coal,2030,5,5,6,0.0
229,AT_Coal,2030,5,7,8,0.0
230,AT_Coal,2030,5,9,9,0.0
231,AT_Coal,2030,5,10,10,0.0
232,AT_Coal,2030,5,11,12,0.0
233,AT_Coal,2030,5,13,14,0.0
234,AT_Coal,2030,5,15,15,0.0
235,AT_Coal,2030,5,16,16,0.0
236,AT_Coal,2030,5,17,18,0.0
237,AT_Coal,2030,5,19,20,0.0
238,AT_Coal,2030,5,21,21,0.0
239,AT_Coal,2030,5,22,22,0.0
240,AT_Coal,2030,5,23,24,0.0
241,AT_Coal,2030,6,1,2,0.0
242,AT_Coal,2030,6,3,3,0.0
243,AT_Coal,2030,6,4,4,0.0
244,AT_Coal,2030,6,5,6,0.0
245,AT_Coal,2030,6,7,8,0.0
246,AT_Coal,2030,6,9,9,0.0
247,AT_Coal,2030,6,10,10,0.0
248,AT_Coal,2030,6,11,12,0.0
249,AT_Coal,2030,6,13,14,0.0
250,AT_Coal,2030,6,15,15,0.0
251,AT_Coal,2030,6,16,16,0.0
252,AT_Coal,2030,6,17,18,0.0
253,AT_Coal,2030,6,19,20,0.0
254,AT_Coal,2030,6,21,21,0.0
255,AT_Coal,2030,6,22,22,0.0
256,AT_Coal,2030,6,23,24,0.0
257,AT_Coal,2030,7,1,2,-0.0
258,AT_Coal,2030,7,3,3,0.0
259,AT_Coal,2030,7,4,4,0.0
260,AT_Coal,2030,7,5,6,0.0
261,AT_Coal,2030,7,7,8,0.0
262,AT_Coal,2030,7,9,9,0.0
263,AT_Coal,2030,7,10,10,0.0
264,AT_Coal,2030,7,11,12,0.0
265,AT_Coal,2030,7,13,14,0.0
266,AT_Coal,2030,7,15,15,0.0
267,AT_Coal,2030,7,16,16,0.0
268,AT_Coal,2030,7,17,18,0.0
269,AT_Coal,2030,7,19,20,0.0
270,AT_Coal,2030,7,21,21,0.0
271,AT_Coal,2030,7,22,22,0.0
272,AT_Coal,2030,7,23,24,-0.0
273,AT_Coal,2030,8,1,2,0.0
274,AT_Coal,2030,8,3,3,0.0
275,AT_Coal,2030,8,4,4,0.0
276,AT_Coal,2030,8,5,6,0.0
277,AT_Coal,2030,8,7,8,0.0
278,AT_Coal,2030,8,9,9,0.0
279,AT_Coal,2030,8,10,10,0.0
280,AT_Coal,2030,8,11,12,0.0
281,AT_Coal,2030,8,13,14,0.0
282,AT_Coal,2030,8,15,15,0.9733999999999999
283,AT_Coal,2030,8,16,16,0.0
284,AT_Coal,2030,8,17,18,0.0
285,AT_Coal,2030,8,19,20,0.0
286,AT_Coal,2030,8,21,21,0.0
287,AT_Coal,2030,8,22,22,0.0
288,AT_Coal,2030,8,23,24,0.0
289,AT_Coal,2030,9,1,2,0.0
290,AT_Coal,2030,9,3,3,0.0
291,AT_Coal,2030,9,4,4,0.0
292,AT_Coal,2030,9,5,6,0.0
293,AT_Coal,2030,9,7,8,0.0
294,AT_Coal,2030,9,9,9,0.5958117647058807
295,AT_Coal,2030,9,10,10,0.0
296,AT_Coal,2030,9,11,12,0.0
297,AT_Coal,2030,9,13,14,0.0
298,AT_Coal,2030,9,15,15,0.0
299,AT_Coal,2030,9,16,16,0.0
300,AT_Coal,2030,9,17,18,0.0
301,AT_Coal,2030,9,19,20,0.0
302,AT_Coal,2030,9,21,21,0.0
303,AT_Coal,2030,9,22,22,0.0
304,AT_Coal,2030,9,23,24,0.0
305,AT_Coal,2030,10,1,2,0.0
306,AT_Coal,2030,10,3,3,0.0
307,AT_Coal,2030,10,4,4,0.0
308,AT_Coal,2030,10,5,6,0.0
309,AT_Coal,2030,10,7,8,0.0
310,AT_Coal,2030,10,9,9,0.0
311,AT_Coal,2030,10,10,10,0.0
312,AT_Coal,2030,10,11,12,0.0
313,AT_Coal,2030,10,13,14,0.0
314,AT_Coal,2030,10,15,15,0.0
315,AT_Coal,2030,10,16,16,0.0
316,AT_Coal,2030,10,17,18,0.0
317,AT_Coal,2030,10,19,20,0.0
318,AT_Coal,2030,10,21,21,0.0
319,AT_Coal,2030,10,22,22,0.0
320,AT_Coal,2030,10,23,24,0.0
321,AT_Nuclear,2030,1,1,2,0.0
322,AT_Nuclear,2030,1,3,3,0.0
323,AT_Nuclear,2030,1,4,4,0.0
324,AT_Nuclear,2030,1,5,6,0.0
325,AT_Nuclear,2030,1,7,8,0.0
326,AT_Nuclear,2030,1,9,9,0.0
327,AT_Nuclear,2030,1,10,10,0.0
328,AT_Nuclear,2030,1,11,12,0.0
329,AT_Nuclear,2030,1,13,14,0.0
330,AT_Nuclear,2030,1,15,15,0.0
331,AT_Nuclear,2030,1,16,16,0.0
332,AT_Nuclear,2030,1,17,18,0.0
333,AT_Nuclear,2030,1,19,20,0.0
334,AT_Nuclear,2030,1,21,21,0.0
335,AT_Nuclear,2030,1,22,22,0.0
336,AT_Nuclear,2030,1,23,24,0.0
337,AT_Nuclear,2030,2,1,2,0.0
338,AT_Nuclear,2030,2,3,3,0.0
339,AT_Nuclear,2030,2,4,4,0.0
340,AT_Nuclear,2030,2,5,6,0.0
341,AT_Nuclear,2030,2,7,8,0.0
342,AT_Nuclear,2030,2,9,9,0.0
343,AT_Nuclear,2030,2,10,10,0.0
344,AT_Nuclear,2030,2,11,12,0.0
345,AT_Nuclear,2030,2,13,14,0.0
346,AT_Nuclear,2030,2,15,15,0.0
347,AT_Nuclear,2030,2,16,16,0.0
348,AT_Nuclear,2030,2,17,18,0.0
349,AT_Nuclear,2030,2,19,20,0.0
350,AT_Nuclear,2030,2,21,21,0.0
351,AT_Nuclear,2030,2,22,22,0.0
352,AT_Nuclear,2030,2,23,24,0.0
353,AT_Nuclear,2030,3,1,2,0.0
354,AT_Nuclear,2030,3,3,3,0.0
355,AT_Nuclear,2030,3,4,4,0.0
356,AT_Nuclear,2030,3,5,6,0.0
357,AT_Nuclear,2030,3,7,8,0.0
358,AT_Nuclear,2030,3,9,9,0.0
359,AT_Nuclear,2030,3,10,10,0.0
360,AT_Nuclear,2030,3,11,12,0.0
361,AT_Nuclear,2030,3,13,14,0.0
362,AT_Nuclear,2030,3,15,15,0.0
363,AT_Nuclear,2030,3,16,16,0.0
364,AT_Nuclear,2030,3,17,18,0.0
365,AT_Nuclear,2030,3,19,20,0.0
366,AT_Nuclear,2030,3,21,21,0.0
367,AT_Nuclear,2030,3,22,22,0.0
368,AT_Nuclear,2030,3,23,24,0.0
369,AT_Nuclear,2030,4,1,2,0.0
370,AT_Nuclear,2030,4,3,3,0.0
371,AT_Nuclear,2030,4,4,4,0.0
372,AT_Nuclear,2030,4,5,6,0.0
373,AT_Nuclear,2030,4,7,8,0.0
374,AT_Nuclear,2030,4,9,9,0.0
375,AT_Nuclear,2030,4,10,10,0.0
376,AT_Nuclear,2030,4,11,12,0.0
377,AT_Nuclear,2030,4,13,14,0.0
378,AT_Nuclear,2030,4,15,15,0.0
379,AT_Nuclear,2030,4,16,16,0.0
380,AT_Nuclear,2030,4,17,18,0.0
381,AT_Nuclear,2030,4,19,20,0.0
382,AT_Nuclear,2030,4,21,21,0.0
383,AT_Nuclear,2030,4,22,22,0.0
384,AT_Nuclear,2030,4,23,24,0.0
385,AT_Nuclear,2030,5,1,2,0.0
386,AT_Nuclear,2030,5,3,3,0.0
387,AT_Nuclear,2030,5,4,4,0.0
388,AT_Nuclear,2030,5,5,6,0.0
389,AT_Nuclear,2030,5,7,8,0.0
390,AT_Nuclear,2030,5,9,9,0.0
391,AT_Nuclear,2030,5,10,10,0.0
392,AT_Nuclear,2030,5,11,12,0.0
393,AT_Nuclear,2030,5,13,14,0.0
394,AT_Nuclear,2030,5,15,15,0.0
395,AT_Nuclear,2030,5,16,16,0.0
396,AT_Nuclear,2030,5,17,18,0.0
397,AT_Nuclear,2030,5,19,20,0.0
398,AT_Nuclear,2030,5,21,21,0.0
399,AT_Nuclear,2030,5,22,22,0.0
400,AT_Nuclear,2030,5,23,24,0.0
401,AT_Nuclear,2030,6,1,2,0.0
402,AT_Nuclear,2030,6,3,3,0.0
403,AT_Nuclear,2030,6,4,4,0.0
404,AT_Nuclear,2030,6,5,6,0.0
405,AT_Nuclear,2030,6,7,8,0.0
406,AT_Nuclear,2030,6,9,9,0.0
407,AT_Nuclear,2030,6,10,10,0.0
408,AT_Nuclear,2030,6,11,12,0.0
409,AT_Nuclear,2030,6,13,14,0.0
410,AT_Nuclear,2030,6,15,15,0.0
411,AT_Nuclear,2030,6,16,16,0.0
412,AT_Nuclear,2030,6,17,18,0.0
413,AT_Nuclear,2030,6,19,20,0.0
414,AT_Nuclear,2030,6,21,21,0.0
415,AT_Nuclear,2030,6,22,22,0.0
416,AT_Nuclear,2030,6,23,24,0.0
417,AT_Nuclear,2030,7,1,2,0.0
418,AT_Nuclear,2030,7,3,3,0.0
419,AT_Nuclear,2030,7,4,4,0.0
420,AT_Nuclear,2030,7,5,6,0.0
421,AT_Nuclear,2030,7,7,8,0.0
422,AT_Nuclear,2030,7,9,9,0.0
423,AT_Nuclear,2030,7,10,10,0.0
424,AT_Nuclear,2030,7,11,12,0.0
425,AT_Nuclear,2030,7,13,14,0.0
426,AT_Nuclear,2030,7,15,15,0.0
427,AT_Nuclear,2030,7,16,16,0.0
428,AT_Nuclear,2030,7,17,18,0.0
429,AT_Nuclear,2030,7,19,20,0.0
430,AT_Nuclear,2030,7,21,21,0.0
431,AT_Nuclear,2030,7,22,22,0.0
432,AT_Nuclear,2030,7,23,24,0.0
433,AT_Nuclear,2030,8,1,2,0.0
434,AT_Nuclear,2030,8,3,3,0.0
435,AT_Nuclear,2030,8,4,4,0.0
436,AT_Nuclear,2030,8,5,6,0.0
437,AT_Nuclear,2030,8,7,8,0.0
438,AT_Nuclear,2030,8,9,9,0.0
439,AT_Nuclear,2030,8,10,10,0.0
440,AT_Nuclear,2030,8,11,12,0.0
441,AT_Nuclear,2030,8,13,14,0.0
442,AT_Nuclear,2030,8,15,15,0.0
443,AT_Nuclear,2030,8,16,16,0.0
444,AT_Nuclear,2030,8,17,18,0.0
445,AT_Nuclear,2030,8,19,20,0.0
446,AT_Nuclear,2030,8,21,21,0.0
447,AT_Nuclear,2030,8,22,22,0.0
448,AT_Nuclear,2030,8,23,24,0.0
449,AT_Nuclear,2030,9,1,2,0.0
450,AT_Nuclear,2030,9,3,3,0.0
451,AT_Nuclear,2030,9,4,4,0.0
452,AT_Nuclear,2030,9,5,6,0.0
453,AT_Nuclear,2030,9,7,8,0.0
454,AT_Nuclear,2030,9,9,9,0.0
455,AT_Nuclear,2030,9,10,10,0.0
456,AT_Nuclear,2030,9,11,12,0.0
457,AT_Nuclear,2030,9,13,14,0.0
458,AT_Nuclear,2030,9,15,15,0.0
459,AT_Nuclear,2030,9,16,16,0.0
460,AT_Nuclear,2030,9,17,18,0.0
461,AT_Nuclear,2030,9,19,20,0.0
462,AT_Nuclear,2030,9,21,21,0.0
463,AT_Nuclear,2030,9,22,22,0.0
464,AT_Nuclear,2030,9,23,24,0.0
465,AT_Nuclear,2030,10,1,2,0.0
466,AT_Nuclear,2030,10,3,3,0.0
467,AT_Nuclear,2030,10,4,4,0.0
468,AT_Nuclear,2030,10,5,6,0.0
469,AT_Nuclear,2030,10,7,8,0.0
470,AT_Nuclear,2030,10,9,9,0.0
471,AT_Nuclear,2030,10,10,10,0.0
472,AT_Nuclear,2030,10,11,12,0.0
473,AT_Nuclear,2030,10,13,14,0.0
474,AT_Nuclear,2030,10,15,15,0.0
475,AT_Nuclear,2030,10,16,16,0.0
476,AT_Nuclear,2030,10,17,18,0.0
477,AT_Nuclear,2030,10,19,20,0.0
478,AT_Nuclear,2030,10,21,21,0.0
479,AT_Nuclear,2030,10,22,22,0.0
480,AT_Nuclear,2030,10,23,24,0.0
481,AT_OCGT,2030,1,1,2,0.0
482,AT_OCGT,2030,1,3,3,0.0
483,AT_OCGT,2030,1,4,4,0.0
484,AT_OCGT,2030,1,5,6,0.0
485,AT_OCGT,2030,1,7,8,0.0
486,AT_OCGT,2030,1,9,9,0.0
487,AT_OCGT,2030,1,10,10,0.0
488,AT_OCGT,2030,1,11,12,0.0
489,AT_OCGT,2030,1,13,14,0.0
490,AT_OCGT,2030,1,15,15,0.0
491,AT_OCGT,2030,1,16,16,0.0
492,AT_OCGT,2030,1,17,18,0.0
493,AT_OCGT,2030,1,19,20,0.0
494,AT_OCGT,2030,1,21,21,0.0
495,AT_OCGT,2030,1,22,22,0.0
496,AT_OCGT,2030,1,23,24,0.0
497,AT_OCGT,2030,2,1,2,0.0
498,AT_OCGT,2030,2,3,3,0.0
499,AT_OCGT,2030,2,4,4,0.0
500,AT_OCGT,2030,2,5,6,0.0
501,AT_OCGT,2030,2,7,8,0.0
502,AT_OCGT,2030,2,9,9,0.0
503,AT_OCGT,2030,2,10,10,0.0
504,AT_OCGT,2030,2,11,12,0.0
505,AT_OCGT,2030,2,13,14,0.0
506,AT_OCGT,2030,2,15,15,0.0
507,AT_OCGT,2030,2,16,16,0.0
508,AT_OCGT,2030,2,17,18,0.0
509,AT_OCGT,2030,2,19,20,0.0
510,AT_OCGT,2030,2,21,21,0.0
511,AT_OCGT,2030,2,22,22,0.0
512,AT_OCGT,2030,2,23,24,0.0
513,AT_OCGT,2030,3,1,2,0.0
514,AT_OCGT,2030,3,3,3,0.0
515,AT_OCGT,2030,3,4,4,0.0
516,AT_OCGT,2030,3,5,6,0.0
517,AT_OCGT,2030,3,7,8,0.0
518,AT_OCGT,2030,3,9,9,0.0
519,AT_OCGT,2030,3,10,10,0.0
520,AT_OCGT,2030,3,11,12,0.0
521,AT_OCGT,2030,3,13,14,1.0439999999999996
522,AT_OCGT,2030,3,15,15,0.0
523,AT_OCGT,2030,3,16,16,0.0
524,AT_OCGT,2030,3,17,18,0.0
525,AT_OCGT,2030,3,19,20,0.0
526,AT_OCGT,2030,3,21,21,0.0
527,AT_OCGT,2030,3,22,22,0.0
528,AT_OCGT,2030,3,23,24,1.9313999999999998
529,AT_OCGT,2030,4,1,2,0.0
530,AT_OCGT,2030,4,3,3,0.0
531,AT_OCGT,2030,4,4,4,0.0
532,AT_OCGT,2030,4,5,6,0.0
533,AT_OCGT,2030,4,7,8,0.0
534,AT_OCGT,2030,4,9,9,0.0
535,AT_OCGT,2030,4,10,10,0.0
536,AT_OCGT,2030,4,11,12,0.0
537,AT_OCGT,2030,4,13,14,0.0
538,AT_OCGT,2030,4,15,15,0.0
539,AT_OCGT,2030,4,16,16,0.0
540,AT_OCGT,2030,4,17,18,0.0
541,AT_OCGT,2030,4,19,20,0.0
542,AT_OCGT,2030,4,21,21,0.0
543,AT_OCGT,2030,4,22,22,0.0
544,AT_OCGT,2030,4,23,24,0.0
545,AT_OCGT,2030,5,1,2,0.0
546,AT_OCGT,2030,5,3,3,0.0
547,AT_OCGT,2030,5,4,4,0.0
548,AT_OCGT,2030,5,5,6,0.0
549,AT_OCGT,2030,5,7,8,0.0
550,AT_OCGT,2030,5,9,9,0.0
551,AT_OCGT,2030,5,10,10,0.0
552,AT_OCGT,2030,5,11,12,0.0
553,AT_OCGT,2030,5,13,14,0.0
554,AT_OCGT,2030,5,15,15,0.0
555,AT_OCGT,2030,5,16,16,0.0
556,AT_OCGT,2030,5,17,18,0.0
557,AT_OCGT,2030,5,19,20,0.0
558,AT_OCGT,2030,5,21,21,0.0
559,AT_OCGT,2030,5,22,22,0.0
560,AT_OCGT,2030,5,23,24,0.0
561,AT_OCGT,2030,6,1,2,0.0
562,AT_OCGT,2030,6,3,3,0.0
563,AT_OCGT,2030,6,4,4,0.0
564,AT_OCGT,2030,6,5,6,0.0
565,AT_OCGT,2030,6,7,8,0.0
566,AT_OCGT,2030,6,9,9,0.0
567,AT_OCGT,2030,6,10,10,0.0
568,AT_OCGT,2030,6,11,12,0.0
569,AT_OCGT,2030,6,13,14,0.0
570,AT_OCGT,2030,6,15,15,0.0
571,AT_OCGT,2030,6,16,16,0.0
572,AT_OCGT,2030,6,17,18,0.0
573,AT_OCGT,2030,6,19,20,0.0
574,AT_OCGT,2030,6,21,21,0.0
575,AT_OCGT,2030,6,22,22,0.0
576,AT_OCGT,2030,6,23,24,0.0
577,AT_OCGT,2030,7,1,2,0.0
578,AT_OCGT,2030,7,3,3,0.0
579,AT_OCGT,2030,7,4,4,0.0
580,AT_OCGT,2030,7,5,6,0.0
581,AT_OCGT,2030,7,7,8,0.0
582,AT_OCGT,2030,7,9,9,0.0
583,AT_OCGT,2030,7,10,10,0.0
584,AT_OCGT,2030,7,11,12,0.0
585,AT_OCGT,2030,7,13,14,0.0
586,AT_OCGT,2030,7,15,15,0.0
587,AT_OCGT,2030,7,16,16,0.0
588,AT_OCGT,2030,7,17,18,0.0
589,AT_OCGT,2030,7,19,20,0.0
590,AT_OCGT,2030,7,21,21,1.2320999999999995
591,AT_OCGT,2030,7,22,22,0.0
592,AT_OCGT,2030,7,23,24,2.4641999999999995
593,AT_OCGT,2030,8,1,2,0.0
594,AT_OCGT,2030,8,3,3,0.0
595,AT_OCGT,2030,8,4,4,0.0
596,AT_OCGT,2030,8,5,6,0.0
597,AT_OCGT,2030,8,7,8,0.0
598,AT_OCGT,2030,8,9,9,0.0
599,AT_OCGT,2030,8,10,10,0.0
600,AT_OCGT,2030,8,11,12,0.0
601,AT_OCGT,2030,8,13,14,0.0
602,AT_OCGT,2030,8,15,15,0.0
