asset,partition,rep_period,specification,year
BE_Battery,2,2,uniform,2030
BE_E_Demand,2,2,uniform,2030
BE_Balance,2,2,uniform,2030
BE_Solar,2,3,uniform,2030
BE_Wind_Onshore,2,3,uniform,2030
BE_Wind_Offshore,2,3,uniform,2030
BE_Coal,2,3,uniform,2030
BE_Nuclear,2,3,uniform,2030
BE_CCGT,2,3,uniform,2030
BE_OCGT,2,3,uniform,2030
BE_Battery,2,3,uniform,2030
BE_E_Demand,2,3,uniform,2030
BE_Balance,2,3,uniform,2030
BE_Solar,2,4,uniform,2030
BE_Wind_Onshore,2,4,uniform,2030
BE_Wind_Offshore,2,4,uniform,2030
BE_Coal,2,4,uniform,2030
BE_Nuclear,2,4,uniform,2030
BE_CCGT,2,4,uniform,2030
BE_OCGT,2,4,uniform,2030
BE_Battery,2,4,uniform,2030
BE_E_Demand,2,4,uniform,2030
BE_Balance,2,4,uniform,2030
BE_Solar,2,5,uniform,2030
BE_Wind_Onshore,2,5,uniform,2030
BE_Wind_Offshore,2,5,uniform,2030
BE_Coal,2,5,uniform,2030
BE_Nuclear,2,5,uniform,2030
BE_CCGT,2,5,uniform,2030
BE_OCGT,2,5,uniform,2030
BE_Battery,2,5,uniform,2030
BE_E_Demand,2,5,uniform,2030
BE_Balance,2,5,uniform,2030
BE_Solar,2,6,uniform,2030
BE_Wind_Onshore,2,6,uniform,2030
BE_Wind_Offshore,2,6,uniform,2030
BE_Coal,2,6,uniform,2030
BE_Nuclear,2,6,uniform,2030
BE_CCGT,2,6,uniform,2030
BE_OCGT,2,6,uniform,2030
BE_Battery,2,6,uniform,2030
BE_E_Demand,2,6,uniform,2030
BE_Balance,2,6,uniform,2030
BE_Solar,2,7,uniform,2030
BE_Wind_Onshore,2,7,uniform,2030
BE_Wind_Offshore,2,7,uniform,2030
BE_Coal,2,7,uniform,2030
BE_Nuclear,2,7,uniform,2030
BE_CCGT,2,7,uniform,2030
BE_OCGT,2,7,uniform,2030
BE_Battery,2,7,uniform,2030
BE_E_Demand,2,7,uniform,2030
BE_Balance,2,7,uniform,2030
BE_Solar,2,8,uniform,2030
BE_Wind_Onshore,2,8,uniform,2030
BE_Wind_Offshore,2,8,uniform,2030
BE_Coal,2,8,uniform,2030
BE_Nuclear,2,8,uniform,2030
BE_CCGT,2,8,uniform,2030
BE_OCGT,2,8,uniform,2030
BE_Battery,2,8,uniform,2030
BE_E_Demand,2,8,uniform,2030
BE_Balance,2,8,uniform,2030
BE_Solar,2,9,uniform,2030
BE_Wind_Onshore,2,9,uniform,2030
BE_Wind_Offshore,2,9,uniform,2030
BE_Coal,2,9,uniform,2030
BE_Nuclear,2,9,uniform,2030
BE_CCGT,2,9,uniform,2030
BE_OCGT,2,9,uniform,2030
BE_Battery,2,9,uniform,2030
BE_E_Demand,2,9,uniform,2030
BE_Balance,2,9,uniform,2030
BE_Solar,2,10,uniform,2030
BE_Wind_Onshore,2,10,uniform,2030
BE_Wind_Offshore,2,10,uniform,2030
BE_Coal,2,10,uniform,2030
BE_Nuclear,2,10,uniform,2030
BE_CCGT,2,10,uniform,2030
BE_OCGT,2,10,uniform,2030
BE_Battery,2,10,uniform,2030
BE_E_Demand,2,10,uniform,2030
BE_Balance,2,10,uniform,2030
DE_Solar,2,1,uniform,2030
DE_Wind_Onshore,2,1,uniform,2030
DE_Wind_Offshore,2,1,uniform,2030
DE_Coal,2,1,uniform,2030
DE_Nuclear,2,1,uniform,2030
DE_CCGT,2,1,uniform,2030
DE_OCGT,2,1,uniform,2030
DE_Battery,2,1,uniform,2030
DE_E_Demand,2,1,uniform,2030
DE_Balance,2,1,uniform,2030
DE_Solar,2,2,uniform,2030
DE_Wind_Onshore,2,2,uniform,2030
DE_Wind_Offshore,2,2,uniform,2030
DE_Coal,2,2,uniform,2030
DE_Nuclear,2,2,uniform,2030
DE_CCGT,2,2,uniform,2030
DE_OCGT,2,2,uniform,2030
DE_Battery,2,2,uniform,2030
DE_E_Demand,2,2,uniform,2030
DE_Balance,2,2,uniform,2030
DE_Solar,2,3,uniform,2030
DE_Wind_Onshore,2,3,uniform,2030
DE_Wind_Offshore,2,3,uniform,2030
DE_Coal,2,3,uniform,2030
DE_Nuclear,2,3,uniform,2030
DE_CCGT,2,3,uniform,2030
DE_OCGT,2,3,uniform,2030
DE_Battery,2,3,uniform,2030
DE_E_Demand,2,3,uniform,2030
DE_Balance,2,3,uniform,2030
DE_Solar,2,4,uniform,2030
DE_Wind_Onshore,2,4,uniform,2030
DE_Wind_Offshore,2,4,uniform,2030
DE_Coal,2,4,uniform,2030
DE_Nuclear,2,4,uniform,2030
DE_CCGT,2,4,uniform,2030
DE_OCGT,2,4,uniform,2030
DE_Battery,2,4,uniform,2030
DE_E_Demand,2,4,uniform,2030
DE_Balance,2,4,uniform,2030
DE_Solar,2,5,uniform,2030
DE_Wind_Onshore,2,5,uniform,2030
DE_Wind_Offshore,2,5,uniform,2030
DE_Coal,2,5,uniform,2030
DE_Nuclear,2,5,uniform,2030
DE_CCGT,2,5,uniform,2030
DE_OCGT,2,5,uniform,2030
DE_Battery,2,5,uniform,2030
DE_E_Demand,2,5,uniform,2030
DE_Balance,2,5,uniform,2030
DE_Solar,2,6,uniform,2030
DE_Wind_Onshore,2,6,uniform,2030
DE_Wind_Offshore,2,6,uniform,2030
DE_Coal,2,6,uniform,2030
DE_Nuclear,2,6,uniform,2030
DE_CCGT,2,6,uniform,2030
DE_OCGT,2,6,uniform,2030
DE_Battery,2,6,uniform,2030
DE_E_Demand,2,6,uniform,2030
DE_Balance,2,6,uniform,2030
DE_Solar,2,7,uniform,2030
DE_Wind_Onshore,2,7,uniform,2030
DE_Wind_Offshore,2,7,uniform,2030
DE_Coal,2,7,uniform,2030
DE_Nuclear,2,7,uniform,2030
DE_CCGT,2,7,uniform,2030
DE_OCGT,2,7,uniform,2030
DE_Battery,2,7,uniform,2030
DE_E_Demand,2,7,uniform,2030
DE_Balance,2,7,uniform,2030
DE_Solar,2,8,uniform,2030
DE_Wind_Onshore,2,8,uniform,2030
DE_Wind_Offshore,2,8,uniform,2030
DE_Coal,2,8,uniform,2030
DE_Nuclear,2,8,uniform,2030
DE_CCGT,2,8,uniform,2030
DE_OCGT,2,8,uniform,2030
DE_Battery,2,8,uniform,2030
DE_E_Demand,2,8,uniform,2030
DE_Balance,2,8,uniform,2030
DE_Solar,2,9,uniform,2030
DE_Wind_Onshore,2,9,uniform,2030
DE_Wind_Offshore,2,9,uniform,2030
DE_Coal,2,9,uniform,2030
DE_Nuclear,2,9,uniform,2030
DE_CCGT,2,9,uniform,2030
DE_OCGT,2,9,uniform,2030
DE_Battery,2,9,uniform,2030
DE_E_Demand,2,9,uniform,2030
DE_Balance,2,9,uniform,2030
DE_Solar,2,10,uniform,2030
DE_Wind_Onshore,2,10,uniform,2030
DE_Wind_Offshore,2,10,uniform,2030
DE_Coal,2,10,uniform,2030
DE_Nuclear,2,10,uniform,2030
DE_CCGT,2,10,uniform,2030
DE_OCGT,2,10,uniform,2030
DE_Battery,2,10,uniform,2030
DE_E_Demand,2,10,uniform,2030
DE_Balance,2,10,uniform,2030
FR_Solar,2,1,uniform,2030
FR_Wind_Onshore,2,1,uniform,2030
FR_Wind_Offshore,2,1,uniform,2030
FR_Coal,2,1,uniform,2030
FR_Nuclear,2,1,uniform,2030
FR_CCGT,2,1,uniform,2030
FR_OCGT,2,1,uniform,2030
FR_Battery,2,1,uniform,2030
FR_E_Demand,2,1,uniform,2030
FR_Balance,2,1,uniform,2030
FR_Solar,2,2,uniform,2030
FR_Wind_Onshore,2,2,uniform,2030
FR_Wind_Offshore,2,2,uniform,2030
FR_Coal,2,2,uniform,2030
FR_Nuclear,2,2,uniform,2030
FR_CCGT,2,2,uniform,2030
FR_OCGT,2,2,uniform,2030
FR_Battery,2,2,uniform,2030
FR_E_Demand,2,2,uniform,2030
FR_Balance,2,2,uniform,2030
FR_Solar,2,3,uniform,2030
FR_Wind_Onshore,2,3,uniform,2030
FR_Wind_Offshore,2,3,uniform,2030
FR_Coal,2,3,uniform,2030
FR_Nuclear,2,3,uniform,2030
FR_CCGT,2,3,uniform,2030
FR_OCGT,2,3,uniform,2030
FR_Battery,2,3,uniform,2030
FR_E_Demand,2,3,uniform,2030
FR_Balance,2,3,uniform,2030
FR_Solar,2,4,uniform,2030
FR_Wind_Onshore,2,4,uniform,2030
FR_Wind_Offshore,2,4,uniform,2030
FR_Coal,2,4,uniform,2030
FR_Nuclear,2,4,uniform,2030
FR_CCGT,2,4,uniform,2030
FR_OCGT,2,4,uniform,2030
FR_Battery,2,4,uniform,2030
FR_E_Demand,2,4,uniform,2030
FR_Balance,2,4,uniform,2030
FR_Solar,2,5,uniform,2030
FR_Wind_Onshore,2,5,uniform,2030
FR_Wind_Offshore,2,5,uniform,2030
FR_Coal,2,5,uniform,2030
FR_Nuclear,2,5,uniform,2030
FR_CCGT,2,5,uniform,2030
FR_OCGT,2,5,uniform,2030
FR_Battery,2,5,uniform,2030
FR_E_Demand,2,5,uniform,2030
FR_Balance,2,5,uniform,2030
FR_Solar,2,6,uniform,2030
FR_Wind_Onshore,2,6,uniform,2030
FR_Wind_Offshore,2,6,uniform,2030
FR_Coal,2,6,uniform,2030
FR_Nuclear,2,6,uniform,2030
FR_CCGT,2,6,uniform,2030
FR_OCGT,2,6,uniform,2030
FR_Battery,2,6,uniform,2030
FR_E_Demand,2,6,uniform,2030
FR_Balance,2,6,uniform,2030
FR_Solar,2,7,uniform,2030
FR_Wind_Onshore,2,7,uniform,2030
FR_Wind_Offshore,2,7,uniform,2030
FR_Coal,2,7,uniform,2030
FR_Nuclear,2,7,uniform,2030
FR_CCGT,2,7,uniform,2030
FR_OCGT,2,7,uniform,2030
FR_Battery,2,7,uniform,2030
FR_E_Demand,2,7,uniform,2030
FR_Balance,2,7,uniform,2030
FR_Solar,2,8,uniform,2030
FR_Wind_Onshore,2,8,uniform,2030
FR_Wind_Offshore,2,8,uniform,2030
FR_Coal,2,8,uniform,2030
FR_Nuclear,2,8,uniform,2030
FR_CCGT,2,8,uniform,2030
FR_OCGT,2,8,uniform,2030
FR_Battery,2,8,uniform,2030
FR_E_Demand,2,8,uniform,2030
FR_Balance,2,8,uniform,2030
FR_Solar,2,9,uniform,2030
FR_Wind_Onshore,2,9,uniform,2030
FR_Wind_Offshore,2,9,uniform,2030
FR_Coal,2,9,uniform,2030
FR_Nuclear,2,9,uniform,2030
FR_CCGT,2,9,uniform,2030
FR_OCGT,2,9,uniform,2030
FR_Battery,2,9,uniform,2030
FR_E_Demand,2,9,uniform,2030
FR_Balance,2,9,uniform,2030
FR_Solar,2,10,uniform,2030
FR_Wind_Onshore,2,10,uniform,2030
FR_Wind_Offshore,2,10,uniform,2030
FR_Coal,2,10,uniform,2030
FR_Nuclear,2,10,uniform,2030
FR_CCGT,2,10,uniform,2030
FR_OCGT,2,10,uniform,2030
FR_Battery,2,10,uniform,2030
FR_E_Demand,2,10,uniform,2030
FR_Balance,2,10,uniform,2030
LU_Solar,2,1,uniform,2030
LU_Wind_Onshore,2,1,uniform,2030
LU_Wind_Offshore,2,1,uniform,2030
LU_Coal,2,1,uniform,2030
LU_Nuclear,2,1,uniform,2030
LU_CCGT,2,1,uniform,2030
LU_OCGT,2,1,uniform,2030
LU_Battery,2,1,uniform,2030
LU_E_Demand,2,1,uniform,2030
LU_Balance,2,1,uniform,2030
LU_Solar,2,2,uniform,2030
LU_Wind_Onshore,2,2,uniform,2030
LU_Wind_Offshore,2,2,uniform,2030
LU_Coal,2,2,uniform,2030
LU_Nuclear,2,2,uniform,2030
LU_CCGT,2,2,uniform,2030
LU_OCGT,2,2,uniform,2030
LU_Battery,2,2,uniform,2030
LU_E_Demand,2,2,uniform,2030
LU_Balance,2,2,uniform,2030
LU_Solar,2,3,uniform,2030
LU_Wind_Onshore,2,3,uniform,2030
LU_Wind_Offshore,2,3,uniform,2030
LU_Coal,2,3,uniform,2030
LU_Nuclear,2,3,uniform,2030
LU_CCGT,2,3,uniform,2030
LU_OCGT,2,3,uniform,2030
LU_Battery,2,3,uniform,2030
LU_E_Demand,2,3,uniform,2030
LU_Balance,2,3,uniform,2030
LU_Solar,2,4,uniform,2030
LU_Wind_Onshore,2,4,uniform,2030
LU_Wind_Offshore,2,4,uniform,2030
LU_Coal,2,4,uniform,2030
LU_Nuclear,2,4,uniform,2030
LU_CCGT,2,4,uniform,2030
LU_OCGT,2,4,uniform,2030
LU_Battery,2,4,uniform,2030
LU_E_Demand,2,4,uniform,2030
LU_Balance,2,4,uniform,2030
LU_Solar,2,5,uniform,2030
LU_Wind_Onshore,2,5,uniform,2030
LU_Wind_Offshore,2,5,uniform,2030
LU_Coal,2,5,uniform,2030
LU_Nuclear,2,5,uniform,2030
LU_CCGT,2,5,uniform,2030
LU_OCGT,2,5,uniform,2030
LU_Battery,2,5,uniform,2030
LU_E_Demand,2,5,uniform,2030
LU_Balance,2,5,uniform,2030
LU_Solar,2,6,uniform,2030
LU_Wind_Onshore,2,6,uniform,2030
LU_Wind_Offshore,2,6,uniform,2030
LU_Coal,2,6,uniform,2030
LU_Nuclear,2,6,uniform,2030
LU_CCGT,2,6,uniform,2030
LU_OCGT,2,6,uniform,2030
LU_Battery,2,6,uniform,2030
LU_E_Demand,2,6,uniform,2030
LU_Balance,2,6,uniform,2030
LU_Solar,2,7,uniform,2030
LU_Wind_Onshore,2,7,uniform,2030
LU_Wind_Offshore,2,7,uniform,2030
LU_Coal,2,7,uniform,2030
LU_Nuclear,2,7,uniform,2030
LU_CCGT,2,7,uniform,2030
LU_OCGT,2,7,uniform,2030
LU_Battery,2,7,uniform,2030
LU_E_Demand,2,7,uniform,2030
LU_Balance,2,7,uniform,2030
LU_Solar,2,8,uniform,2030
LU_Wind_Onshore,2,8,uniform,2030
LU_Wind_Offshore,2,8,uniform,2030
LU_Coal,2,8,uniform,2030
LU_Nuclear,2,8,uniform,2030
LU_CCGT,2,8,uniform,2030
LU_OCGT,2,8,uniform,2030
LU_Battery,2,8,uniform,2030
LU_E_Demand,2,8,uniform,2030
LU_Balance,2,8,uniform,2030
LU_Solar,2,9,uniform,2030
LU_Wind_Onshore,2,9,uniform,2030
LU_Wind_Offshore,2,9,uniform,2030
LU_Coal,2,9,uniform,2030
LU_Nuclear,2,9,uniform,2030
LU_CCGT,2,9,uniform,2030
LU_OCGT,2,9,uniform,2030
LU_Battery,2,9,uniform,2030
LU_E_Demand,2,9,uniform,2030
LU_Balance,2,9,uniform,2030
LU_Solar,2,10,uniform,2030
LU_Wind_Onshore,2,10,uniform,2030
LU_Wind_Offshore,2,10,uniform,2030
LU_Coal,2,10,uniform,2030
LU_Nuclear,2,10,uniform,2030
LU_CCGT,2,10,uniform,2030
LU_OCGT,2,10,uniform,2030
LU_Battery,2,10,uniform,2030
LU_E_Demand,2,10,uniform,2030
LU_Balance,2,10,uniform,2030
CH_Solar,2,1,uniform,2030
CH_Wind_Onshore,2,1,uniform,2030
CH_Wind_Offshore,2,1,uniform,2030
CH_Coal,2,1,uniform,2030
CH_Nuclear,2,1,uniform,2030
CH_CCGT,2,1,uniform,2030
CH_OCGT,2,1,uniform,2030
CH_Battery,2,1,uniform,2030
CH_E_Demand,2,1,uniform,2030
CH_Balance,2,1,uniform,2030
CH_Solar,2,2,uniform,2030
CH_Wind_Onshore,2,2,uniform,2030
CH_Wind_Offshore,2,2,uniform,2030
CH_Coal,2,2,uniform,2030
CH_Nuclear,2,2,uniform,2030
CH_CCGT,2,2,uniform,2030
CH_OCGT,2,2,uniform,2030
CH_Battery,2,2,uniform,2030
CH_E_Demand,2,2,uniform,2030
CH_Balance,2,2,uniform,2030
CH_Solar,2,3,uniform,2030
CH_Wind_Onshore,2,3,uniform,2030
CH_Wind_Offshore,2,3,uniform,2030
CH_Coal,2,3,uniform,2030
CH_Nuclear,2,3,uniform,2030
CH_CCGT,2,3,uniform,2030
CH_OCGT,2,3,uniform,2030
CH_Battery,2,3,uniform,2030
CH_E_Demand,2,3,uniform,2030
CH_Balance,2,3,uniform,2030
CH_Solar,2,4,uniform,2030
CH_Wind_Onshore,2,4,uniform,2030
CH_Wind_Offshore,2,4,uniform,2030
CH_Coal,2,4,uniform,2030
CH_Nuclear,2,4,uniform,2030
CH_CCGT,2,4,uniform,2030
CH_OCGT,2,4,uniform,2030
CH_Battery,2,4,uniform,2030
CH_E_Demand,2,4,uniform,2030
CH_Balance,2,4,uniform,2030
CH_Solar,2,5,uniform,2030
CH_Wind_Onshore,2,5,uniform,2030
CH_Wind_Offshore,2,5,uniform,2030
CH_Coal,2,5,uniform,2030
CH_Nuclear,2,5,uniform,2030
CH_CCGT,2,5,uniform,2030
CH_OCGT,2,5,uniform,2030
CH_Battery,2,5,uniform,2030
CH_E_Demand,2,5,uniform,2030
CH_Balance,2,5,uniform,2030
CH_Solar,2,6,uniform,2030
CH_Wind_Onshore,2,6,uniform,2030
CH_Wind_Offshore,2,6,uniform,2030
CH_Coal,2,6,uniform,2030
CH_Nuclear,2,6,uniform,2030
CH_CCGT,2,6,uniform,2030
CH_OCGT,2,6,uniform,2030
CH_Battery,2,6,uniform,2030
CH_E_Demand,2,6,uniform,2030
CH_Balance,2,6,uniform,2030
CH_Solar,2,7,uniform,2030
CH_Wind_Onshore,2,7,uniform,2030
CH_Wind_Offshore,2,7,uniform,2030
CH_Coal,2,7,uniform,2030
CH_Nuclear,2,7,uniform,2030
CH_CCGT,2,7,uniform,2030
CH_OCGT,2,7,uniform,2030
CH_Battery,2,7,uniform,2030
CH_E_Demand,2,7,uniform,2030
CH_Balance,2,7,uniform,2030
CH_Solar,2,8,uniform,2030
CH_Wind_Onshore,2,8,uniform,2030
CH_Wind_Offshore,2,8,uniform,2030
CH_Coal,2,8,uniform,2030
CH_Nuclear,2,8,uniform,2030
CH_CCGT,2,8,uniform,2030
CH_OCGT,2,8,uniform,2030
CH_Battery,2,8,uniform,2030
CH_E_Demand,2,8,uniform,2030
CH_Balance,2,8,uniform,2030
CH_Solar,2,9,uniform,2030
CH_Wind_Onshore,2,9,uniform,2030
CH_Wind_Offshore,2,9,uniform,2030
CH_Coal,2,9,uniform,2030
CH_Nuclear,2,9,uniform,2030
CH_CCGT,2,9,uniform,2030
CH_OCGT,2,9,uniform,2030
CH_Battery,2,9,uniform,2030
CH_E_Demand,2,9,uniform,2030
CH_Balance,2,9,uniform,2030
CH_Solar,2,10,uniform,2030
CH_Wind_Onshore,2,10,uniform,2030
CH_Wind_Offshore,2,10,uniform,2030
CH_Coal,2,10,uniform,2030
CH_Nuclear,2,10,uniform,2030
CH_CCGT,2,10,uniform,2030
CH_OCGT,2,10,uniform,2030
CH_Battery,2,10,uniform,2030
CH_E_Demand,2,10,uniform,2030
CH_Balance,2,10,uniform,2030
AT_Solar,2,1,uniform,2030
AT_Wind_Onshore,2,1,uniform,2030
AT_Wind_Offshore,2,1,uniform,2030
AT_Coal,2,1,uniform,2030
AT_Nuclear,2,1,uniform,2030
AT_CCGT,2,1,uniform,2030
AT_OCGT,2,1,uniform,2030
AT_Battery,2,1,uniform,2030
AT_E_Demand,2,1,uniform,2030
AT_Balance,2,1,uniform,2030
AT_Solar,2,2,uniform,2030
AT_Wind_Onshore,2,2,uniform,2030
AT_Wind_Offshore,2,2,uniform,2030
AT_Coal,2,2,uniform,2030
AT_Nuclear,2,2,uniform,2030
AT_CCGT,2,2,uniform,2030
AT_OCGT,2,2,uniform,2030
AT_Battery,2,2,uniform,2030
AT_E_Demand,2,2,uniform,2030
AT_Balance,2,2,uniform,2030
AT_Solar,2,3,uniform,2030
AT_Wind_Onshore,2,3,uniform,2030
AT_Wind_Offshore,2,3,uniform,2030
AT_Coal,2,3,uniform,2030
AT_Nuclear,2,3,uniform,2030
AT_CCGT,2,3,uniform,2030
AT_OCGT,2,3,uniform,2030
AT_Battery,2,3,uniform,2030
AT_E_Demand,2,3,uniform,2030
AT_Balance,2,3,uniform,2030
AT_Solar,2,4,uniform,2030
AT_Wind_Onshore,2,4,uniform,2030
AT_Wind_Offshore,2,4,uniform,2030
AT_Coal,2,4,uniform,2030
AT_Nuclear,2,4,uniform,2030
AT_CCGT,2,4,uniform,2030
AT_OCGT,2,4,uniform,2030
AT_Battery,2,4,uniform,2030
AT_E_Demand,2,4,uniform,2030
AT_Balance,2,4,uniform,2030
AT_Solar,2,5,uniform,2030
AT_Wind_Onshore,2,5,uniform,2030
AT_Wind_Offshore,2,5,uniform,2030
AT_Coal,2,5,uniform,2030
AT_Nuclear,2,5,uniform,2030
AT_CCGT,2,5,uniform,2030
AT_OCGT,2,5,uniform,2030
AT_Battery,2,5,uniform,2030
AT_E_Demand,2,5,uniform,2030
AT_Balance,2,5,uniform,2030
AT_Solar,2,6,uniform,2030
AT_Wind_Onshore,2,6,uniform,2030
AT_Wind_Offshore,2,6,uniform,2030
AT_Coal,2,6,uniform,2030
AT_Nuclear,2,6,uniform,2030
AT_CCGT,2,6,uniform,2030
AT_OCGT,2,6,uniform,2030
AT_Battery,2,6,uniform,2030
AT_E_Demand,2,6,uniform,2030
AT_Balance,2,6,uniform,2030
AT_Solar,2,7,uniform,2030
AT_Wind_Onshore,2,7,uniform,2030
AT_Wind_Offshore,2,7,uniform,2030
AT_Coal,2,7,uniform,2030
AT_Nuclear,2,7,uniform,2030
AT_CCGT,2,7,uniform,2030
AT_OCGT,2,7,uniform,2030
AT_Battery,2,7,uniform,2030
AT_E_Demand,2,7,uniform,2030
AT_Balance,2,7,uniform,2030
AT_Solar,2,8,uniform,2030
AT_Wind_Onshore,2,8,uniform,2030
AT_Wind_Offshore,2,8,uniform,2030
AT_Coal,2,8,uniform,2030
AT_Nuclear,2,8,uniform,2030
AT_CCGT,2,8,uniform,2030
AT_OCGT,2,8,uniform,2030
AT_Battery,2,8,uniform,2030
AT_E_Demand,2,8,uniform,2030
AT_Balance,2,8,uniform,2030
AT_Solar,2,9,uniform,2030
AT_Wind_Onshore,2,9,uniform,2030
AT_Wind_Offshore,2,9,uniform,2030
AT_Coal,2,9,uniform,2030
AT_Nuclear,2,9,uniform,2030
AT_CCGT,2,9,uniform,2030
AT_OCGT,2,9,uniform,2030
AT_Battery,2,9,uniform,2030
AT_E_Demand,2,9,uniform,2030
AT_Balance,2,9,uniform,2030
AT_Solar,2,10,uniform,2030
AT_Wind_Onshore,2,10,uniform,2030
AT_Wind_Offshore,2,10,uniform,2030
AT_Coal,2,10,uniform,2030
AT_Nuclear,2,10,uniform,2030
AT_CCGT,2,10,uniform,2030
AT_OCGT,2,10,uniform,2030
AT_Battery,2,10,uniform,2030
AT_E_Demand,2,10,uniform,2030
AT_Balance,2,10,uniform,2030
